"id","kata_a","kata_b","jenis","penjelasan","penggunaan_a","penggunaan_b"
2883,panitra,panitera,varian_baku_tidak_baku,'panitra' dan 'panitera' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'panitra' dalam kalimat.,Padanan kata 'panitra' adalah 'panitera'.
2884,panjer,panjar,varian_baku_tidak_baku,'panjer' dan 'panjar' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'panjer' dalam kalimat.,Padanan kata 'panjer' adalah 'panjar'.
2885,pantai,pesisir,sinonim_satu_synset,'pantai' dan 'pesisir' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pantai' dalam kalimat.,Padanan kata 'pantai' adalah 'pesisir'.
2886,panti,rumah,sinonim_satu_synset,'panti' dan 'rumah' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'panti' dalam kalimat.,Padanan kata 'panti' adalah 'rumah'.
2887,pantas,selayaknya,sinonim_satu_synset,'pantas' dan 'selayaknya' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pantas' dalam kalimat.,Padanan kata 'pantas' adalah 'selayaknya'.
2888,pantas,cepat,sinonim_satu_synset,'pantas' dan 'cepat' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pantas' dalam kalimat.,Padanan kata 'pantas' adalah 'cepat'.
2889,pantas,tangkas,sinonim_satu_synset,'pantas' dan 'tangkas' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pantas' dalam kalimat.,Padanan kata 'pantas' adalah 'tangkas'.
2890,pantat,bokong,sinonim_satu_synset,'pantat' dan 'bokong' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pantat' dalam kalimat.,Padanan kata 'pantat' adalah 'bokong'.
2891,panu,panau,varian_baku_tidak_baku,'panu' dan 'panau' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'panu' dalam kalimat.,Padanan kata 'panu' adalah 'panau'.
2892,papak,rata,sinonim_satu_synset,'papak' dan 'rata' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'papak' dalam kalimat.,Padanan kata 'papak' adalah 'rata'.
2893,paria,peria,varian_baku_tidak_baku,'paria' dan 'peria' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'paria' dalam kalimat.,Padanan kata 'paria' adalah 'peria'.
2894,papat,pepat,varian_baku_tidak_baku,'papat' dan 'pepat' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'papat' dalam kalimat.,Padanan kata 'papat' adalah 'pepat'.
2895,para,pagu,sinonim_satu_synset,'para' dan 'pagu' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'para' dalam kalimat.,Padanan kata 'para' adalah 'pagu'.
2896,paraid,faraid,varian_baku_tidak_baku,'paraid' dan 'faraid' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'paraid' dalam kalimat.,Padanan kata 'paraid' adalah 'faraid'.
2897,paralisis,kelumpuhan,sinonim_satu_synset,'paralisis' dan 'kelumpuhan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'paralisis' dalam kalimat.,Padanan kata 'paralisis' adalah 'kelumpuhan'.
2898,paralitis,lumpuh,sinonim_satu_synset,'paralitis' dan 'lumpuh' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'paralitis' dalam kalimat.,Padanan kata 'paralitis' adalah 'lumpuh'.
2899,parampara,paranpara,varian_baku_tidak_baku,'parampara' dan 'paranpara' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'parampara' dalam kalimat.,Padanan kata 'parampara' adalah 'paranpara'.
2900,parap,paraf,varian_baku_tidak_baku,'parap' dan 'paraf' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'parap' dalam kalimat.,Padanan kata 'parap' adalah 'paraf'.
2901,parau,serak,sinonim_satu_synset,'parau' dan 'serak' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'parau' dalam kalimat.,Padanan kata 'parau' adalah 'serak'.
2902,parit,selokan,sinonim_satu_synset,'parit' dan 'selokan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'parit' dalam kalimat.,Padanan kata 'parit' adalah 'selokan'.
2903,pariwisata,pelancongan,sinonim_satu_synset,'pariwisata' dan 'pelancongan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pariwisata' dalam kalimat.,Padanan kata 'pariwisata' adalah 'pelancongan'.
2904,pariwisata,turisme,sinonim_satu_synset,'pariwisata' dan 'turisme' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pariwisata' dalam kalimat.,Padanan kata 'pariwisata' adalah 'turisme'.
2905,parji,farji,varian_baku_tidak_baku,'parji' dan 'farji' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'parji' dalam kalimat.,Padanan kata 'parji' adalah 'farji'.
2906,paro,paruh,varian_baku_tidak_baku,'paro' dan 'paruh' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'paro' dalam kalimat.,Padanan kata 'paro' adalah 'paruh'.
2907,parokial,sempit,sinonim_satu_synset,'parokial' dan 'sempit' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'parokial' dalam kalimat.,Padanan kata 'parokial' adalah 'sempit'.
2908,partial,parsial,varian_baku_tidak_baku,'partial' dan 'parsial' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'partial' dalam kalimat.,Padanan kata 'partial' adalah 'parsial'.
2909,partikel,zarah,sinonim_satu_synset,'partikel' dan 'zarah' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'partikel' dalam kalimat.,Padanan kata 'partikel' adalah 'zarah'.
2910,partisi,sekat,sinonim_satu_synset,'partisi' dan 'sekat' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'partisi' dalam kalimat.,Padanan kata 'partisi' adalah 'sekat'.
2911,pasah,fasakh,varian_baku_tidak_baku,'pasah' dan 'fasakh' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pasah' dalam kalimat.,Padanan kata 'pasah' adalah 'fasakh'.
2912,pasanggrahan,pesanggrahan,varian_baku_tidak_baku,'pasanggrahan' dan 'pesanggrahan' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pasanggrahan' dalam kalimat.,Padanan kata 'pasanggrahan' adalah 'pesanggrahan'.
2913,pasara,pusara,varian_baku_tidak_baku,'pasara' dan 'pusara' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pasara' dalam kalimat.,Padanan kata 'pasara' adalah 'pusara'.
2914,paset,faset,varian_baku_tidak_baku,'paset' dan 'faset' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'paset' dalam kalimat.,Padanan kata 'paset' adalah 'faset'.
2915,pasik,fasik,varian_baku_tidak_baku,'pasik' dan 'fasik' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pasik' dalam kalimat.,Padanan kata 'pasik' adalah 'fasik'.
2916,pasirah,pesirah,varian_baku_tidak_baku,'pasirah' dan 'pesirah' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pasirah' dalam kalimat.,Padanan kata 'pasirah' adalah 'pesirah'.
2917,pasti,tentu,sinonim_satu_synset,'pasti' dan 'tentu' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pasti' dalam kalimat.,Padanan kata 'pasti' adalah 'tentu'.
2918,pasti,ketentuan,sinonim_satu_synset,'pasti' dan 'ketentuan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pasti' dalam kalimat.,Padanan kata 'pasti' adalah 'ketentuan'.
2919,pastori,pastoran,varian_baku_tidak_baku,'pastori' dan 'pastoran' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pastori' dalam kalimat.,Padanan kata 'pastori' adalah 'pastoran'.
2920,pastur,pasteur,varian_baku_tidak_baku,'pastur' dan 'pasteur' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pastur' dalam kalimat.,Padanan kata 'pastur' adalah 'pasteur'.
2921,patih,patuh,sinonim_satu_synset,'patih' dan 'patuh' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'patih' dalam kalimat.,Padanan kata 'patih' adalah 'patuh'.
2922,pateram,petaram,varian_baku_tidak_baku,'pateram' dan 'petaram' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pateram' dalam kalimat.,Padanan kata 'pateram' adalah 'petaram'.
2923,patikim,tikim,varian_baku_tidak_baku,'patikim' dan 'tikim' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'patikim' dalam kalimat.,Padanan kata 'patikim' adalah 'tikim'.
2924,patuh,menuruti,sinonim_satu_synset,'patuh' dan 'menuruti' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'patuh' dalam kalimat.,Padanan kata 'patuh' adalah 'menuruti'.
2925,patut,layak,sinonim_satu_synset,'patut' dan 'layak' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'patut' dalam kalimat.,Padanan kata 'patut' adalah 'layak'.
2926,patut,pantas,sinonim_satu_synset,'patut' dan 'pantas' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'patut' dalam kalimat.,Padanan kata 'patut' adalah 'pantas'.
2927,pauh,mangga,sinonim_satu_synset,'pauh' dan 'mangga' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pauh' dalam kalimat.,Padanan kata 'pauh' adalah 'mangga'.
2928,perisa,enak,sinonim_satu_synset,'perisa' dan 'enak' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'perisa' dalam kalimat.,Padanan kata 'perisa' adalah 'enak'.
2929,perisa,sedap,sinonim_satu_synset,'perisa' dan 'sedap' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'perisa' dalam kalimat.,Padanan kata 'perisa' adalah 'sedap'.
2930,payir,pair,varian_baku_tidak_baku,'payir' dan 'pair' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'payir' dalam kalimat.,Padanan kata 'payir' adalah 'pair'.
2931,payudara,susu,sinonim_satu_synset,'payudara' dan 'susu' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'payudara' dalam kalimat.,Padanan kata 'payudara' adalah 'susu'.
2932,payudara,tetek,sinonim_satu_synset,'payudara' dan 'tetek' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'payudara' dalam kalimat.,Padanan kata 'payudara' adalah 'tetek'.
2933,pecah beling,kejibeling,varian_baku_tidak_baku,'pecah beling' dan 'kejibeling' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pecah beling' dalam kalimat.,Padanan kata 'pecah beling' adalah 'kejibeling'.
2934,pecal,pecel,varian_baku_tidak_baku,'pecal' dan 'pecel' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pecal' dalam kalimat.,Padanan kata 'pecal' adalah 'pecel'.
2935,pecok,pecak,varian_baku_tidak_baku,'pecok' dan 'pecak' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pecok' dalam kalimat.,Padanan kata 'pecok' adalah 'pecak'.
2936,pedagogik,pedagogis,varian_baku_tidak_baku,'pedagogik' dan 'pedagogis' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pedagogik' dalam kalimat.,Padanan kata 'pedagogik' adalah 'pedagogis'.
2937,pedah,padah,varian_baku_tidak_baku,'pedah' dan 'padah' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pedah' dalam kalimat.,Padanan kata 'pedah' adalah 'padah'.
2938,pedal,empedal,varian_baku_tidak_baku,'pedal' dan 'empedal' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pedal' dalam kalimat.,Padanan kata 'pedal' adalah 'empedal'.
2939,pedu,empedu,varian_baku_tidak_baku,'pedu' dan 'empedu' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pedu' dalam kalimat.,Padanan kata 'pedu' adalah 'empedu'.
2940,peduli,mengindahkan,sinonim_satu_synset,'peduli' dan 'mengindahkan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'peduli' dalam kalimat.,Padanan kata 'peduli' adalah 'mengindahkan'.
2941,peduli,menghiraukan,sinonim_satu_synset,'peduli' dan 'menghiraukan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'peduli' dalam kalimat.,Padanan kata 'peduli' adalah 'menghiraukan'.
2942,pegawam,peguam,varian_baku_tidak_baku,'pegawam' dan 'peguam' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pegawam' dalam kalimat.,Padanan kata 'pegawam' adalah 'peguam'.
2943,pekah,nafkah,varian_baku_tidak_baku,'pekah' dan 'nafkah' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pekah' dalam kalimat.,Padanan kata 'pekah' adalah 'nafkah'.
2944,pekak,bengap,sinonim_satu_synset,'pekak' dan 'bengap' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pekak' dalam kalimat.,Padanan kata 'pekak' adalah 'bengap'.
2945,pekam,pakem,varian_baku_tidak_baku,'pekam' dan 'pakem' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pekam' dalam kalimat.,Padanan kata 'pekam' adalah 'pakem'.
2946,pekerti,tabiat,sinonim_satu_synset,'pekerti' dan 'tabiat' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pekerti' dalam kalimat.,Padanan kata 'pekerti' adalah 'tabiat'.
2947,pekerti,akhlak,sinonim_satu_synset,'pekerti' dan 'akhlak' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pekerti' dalam kalimat.,Padanan kata 'pekerti' adalah 'akhlak'.
2948,pekir,fakir,varian_baku_tidak_baku,'pekir' dan 'fakir' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pekir' dalam kalimat.,Padanan kata 'pekir' adalah 'fakir'.
2949,pekir,apkir,varian_baku_tidak_baku,'pekir' dan 'apkir' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pekir' dalam kalimat.,Padanan kata 'pekir' adalah 'apkir'.
2950,pekong,toapekong,varian_baku_tidak_baku,'pekong' dan 'toapekong' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pekong' dalam kalimat.,Padanan kata 'pekong' adalah 'toapekong'.
2951,pekur,tafakur,varian_baku_tidak_baku,'pekur' dan 'tafakur' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pekur' dalam kalimat.,Padanan kata 'pekur' adalah 'tafakur'.
2952,pelaga,kapulaga,varian_baku_tidak_baku,'pelaga' dan 'kapulaga' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pelaga' dalam kalimat.,Padanan kata 'pelaga' adalah 'kapulaga'.
