id,kata_a,kata_b,jenis_oposisi,bidang,tingkat_keyakinan,penjelasan,penggunaan_a,penggunaan_b,catatan
354,jenius,bodoh,gradabel/kontekstual,umum,menengah,Pasangan 'jenius' dan 'bodoh' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'jenius' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'bodoh' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
355,adil,sewenang-wenang,gradabel/kontekstual,hukum,menengah,Pasangan 'adil' dan 'sewenang-wenang' memiliki hubungan pertentangan makna dalam konteks hukum.,Contoh: penggunaan kata 'adil' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'sewenang-wenang' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
356,jujur,culas,gradabel/kontekstual,umum,menengah,Pasangan 'jujur' dan 'culas' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'jujur' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'culas' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
357,amanah,ingkar,gradabel/kontekstual,umum,menengah,Pasangan 'amanah' dan 'ingkar' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'amanah' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'ingkar' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
358,sabar,pemarah,gradabel/kontekstual,umum,menengah,Pasangan 'sabar' dan 'pemarah' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'sabar' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'pemarah' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
359,tawadhu,takabur,gradabel/kontekstual,umum,menengah,Pasangan 'tawadhu' dan 'takabur' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'tawadhu' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'takabur' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
360,dermawan,kikir,gradabel/kontekstual,umum,menengah,Pasangan 'dermawan' dan 'kikir' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'dermawan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kikir' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
361,pemurah,pelit,gradabel/kontekstual,umum,menengah,Pasangan 'pemurah' dan 'pelit' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'pemurah' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'pelit' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
362,ramah,judes,gradabel/kontekstual,umum,menengah,Pasangan 'ramah' dan 'judes' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'ramah' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'judes' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
363,santun,kasar,gradabel/kontekstual,umum,menengah,Pasangan 'santun' dan 'kasar' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'santun' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kasar' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
364,ada,tiada,komplementer,umum,tinggi,Pasangan 'ada' dan 'tiada' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'ada' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tiada' disesuaikan dengan konteks kalimat.,Hubungan pertentangan makna relatif langsung.
365,absen,hadir,komplementer,umum,tinggi,Pasangan 'absen' dan 'hadir' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'absen' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'hadir' disesuaikan dengan konteks kalimat.,Hubungan pertentangan makna relatif langsung.
366,acak,teratur,gradabel/kontekstual,umum,menengah,Pasangan 'acak' dan 'teratur' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'acak' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'teratur' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
367,adaptif,kaku,gradabel/kontekstual,umum,menengah,Pasangan 'adaptif' dan 'kaku' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'adaptif' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kaku' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
368,afirmatif,negatif,gradabel/kontekstual,umum,menengah,Pasangan 'afirmatif' dan 'negatif' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'afirmatif' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'negatif' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
369,agresif,defensif,gradabel/kontekstual,umum,menengah,Pasangan 'agresif' dan 'defensif' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'agresif' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'defensif' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
370,akurat,meleset,gradabel/kontekstual,umum,menengah,Pasangan 'akurat' dan 'meleset' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'akurat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'meleset' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
371,aktif,nonaktif,komplementer,teknologi,tinggi,Pasangan 'aktif' dan 'nonaktif' memiliki hubungan pertentangan makna dalam konteks teknologi.,Contoh: penggunaan kata 'aktif' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'nonaktif' disesuaikan dengan konteks kalimat.,Hubungan pertentangan makna relatif langsung.
372,aktual,usang,gradabel/kontekstual,umum,menengah,Pasangan 'aktual' dan 'usang' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'aktual' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'usang' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
373,alami,buatan,gradabel/kontekstual,umum,menengah,Pasangan 'alami' dan 'buatan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'alami' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'buatan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
374,ambigu,tegas,gradabel/kontekstual,umum,menengah,Pasangan 'ambigu' dan 'tegas' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'ambigu' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tegas' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
375,anonim,bernama,gradabel/kontekstual,umum,menengah,Pasangan 'anonim' dan 'bernama' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'anonim' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'bernama' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
376,antagonis,protagonis,gradabel/kontekstual,umum,menengah,Pasangan 'antagonis' dan 'protagonis' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'antagonis' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'protagonis' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
377,apatis,peduli,gradabel/kontekstual,umum,menengah,Pasangan 'apatis' dan 'peduli' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'apatis' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'peduli' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
378,apresiasi,celaan,gradabel/kontekstual,umum,menengah,Pasangan 'apresiasi' dan 'celaan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'apresiasi' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'celaan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
379,bahari,darat,gradabel/kontekstual,umum,menengah,Pasangan 'bahari' dan 'darat' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'bahari' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'darat' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
380,baku,tidak baku,gradabel/kontekstual,umum,menengah,Pasangan 'baku' dan 'tidak baku' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'baku' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tidak baku' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
381,beradab,biadab,gradabel/kontekstual,umum,menengah,Pasangan 'beradab' dan 'biadab' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'beradab' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'biadab' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
382,berangkat,tiba,gradabel/kontekstual,umum,menengah,Pasangan 'berangkat' dan 'tiba' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'berangkat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tiba' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
383,berhasil,gagal,komplementer,umum,tinggi,Pasangan 'berhasil' dan 'gagal' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'berhasil' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'gagal' disesuaikan dengan konteks kalimat.,Hubungan pertentangan makna relatif langsung.
384,berimbang,timpang,gradabel/kontekstual,umum,menengah,Pasangan 'berimbang' dan 'timpang' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'berimbang' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'timpang' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
385,berisik,hening,gradabel/kontekstual,umum,menengah,Pasangan 'berisik' dan 'hening' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'berisik' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'hening' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
386,berisi,kosong,gradabel/kontekstual,umum,menengah,Pasangan 'berisi' dan 'kosong' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'berisi' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kosong' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
387,berkelanjutan,terputus,gradabel/kontekstual,umum,menengah,Pasangan 'berkelanjutan' dan 'terputus' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'berkelanjutan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'terputus' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
388,berlebihan,kekurangan,gradabel/kontekstual,umum,menengah,Pasangan 'berlebihan' dan 'kekurangan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'berlebihan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kekurangan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
389,bermanfaat,mudarat,gradabel/kontekstual,umum,menengah,Pasangan 'bermanfaat' dan 'mudarat' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'bermanfaat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'mudarat' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
390,bernilai,tidak bernilai,gradabel/kontekstual,umum,menengah,Pasangan 'bernilai' dan 'tidak bernilai' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'bernilai' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tidak bernilai' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
391,berpihak,netral,gradabel/kontekstual,umum,menengah,Pasangan 'berpihak' dan 'netral' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'berpihak' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'netral' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
392,bersyarat,tanpa syarat,gradabel/kontekstual,umum,menengah,Pasangan 'bersyarat' dan 'tanpa syarat' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'bersyarat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tanpa syarat' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
393,bertambah,berkurang,gradabel/kontekstual,umum,menengah,Pasangan 'bertambah' dan 'berkurang' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'bertambah' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'berkurang' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
394,berubah,tetap,gradabel/kontekstual,umum,menengah,Pasangan 'berubah' dan 'tetap' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'berubah' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tetap' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
395,beruntung,malang,gradabel/kontekstual,umum,menengah,Pasangan 'beruntung' dan 'malang' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'beruntung' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'malang' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
396,bising,senyap,gradabel/kontekstual,umum,menengah,Pasangan 'bising' dan 'senyap' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'bising' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'senyap' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
397,boros,irit,gradabel/kontekstual,umum,menengah,Pasangan 'boros' dan 'irit' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'boros' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'irit' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
398,buram,tajam,gradabel/kontekstual,umum,menengah,Pasangan 'buram' dan 'tajam' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'buram' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tajam' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
399,cair,membeku,gradabel/kontekstual,umum,menengah,Pasangan 'cair' dan 'membeku' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'cair' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'membeku' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
400,cepat,pelan,gradabel/kontekstual,umum,menengah,Pasangan 'cepat' dan 'pelan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'cepat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'pelan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
401,cerah,mendung,gradabel/kontekstual,umum,menengah,Pasangan 'cerah' dan 'mendung' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'cerah' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'mendung' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
402,cermat,sembrono,gradabel/kontekstual,umum,menengah,Pasangan 'cermat' dan 'sembrono' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'cermat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'sembrono' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
403,cocok,bertentangan,gradabel/kontekstual,umum,menengah,Pasangan 'cocok' dan 'bertentangan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'cocok' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'bertentangan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
404,cukup,kurang,gradabel/kontekstual,umum,menengah,Pasangan 'cukup' dan 'kurang' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'cukup' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kurang' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
405,damai,bermusuhan,gradabel/kontekstual,umum,menengah,Pasangan 'damai' dan 'bermusuhan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'damai' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'bermusuhan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
